epoch,train_loss,val_mse,val_mae,val_rmse,val_r2,val_acc
46,0.0589870099027298,0.0787585899233818,0.15096665918827057,0.2806396086146462,0.9924703427587283,52.77777910232544
47,0.06711198276791133,0.014803240075707436,0.09875211119651794,0.12166856650633899,0.9985847471452801,57.592594623565674
48,0.06388608339291654,0.01988179236650467,0.10334660857915878,0.14100280978230423,0.998099215886757,60.5555534362793
49,0.047914439996116255,0.01137545332312584,0.08616168797016144,0.10665577022892779,0.9989124581282361,62.59258985519409
50,0.05803277593498167,0.05406396836042404,0.18873190879821777,0.23251659803210617,0.9948312543196846,29.07407283782959
51,0.08747646430703371,0.030182858929038048,0.13486121594905853,0.1737321470800325,0.997114389947081,44.07407343387604
52,0.0745473011936012,0.038056232035160065,0.14355556666851044,0.19508006570421302,0.9963616619541853,49.62962865829468
53,0.045674276672989914,0.03394552692770958,0.15537936985492706,0.18424311907832427,0.9967546627469109,30.185183882713318
54,0.06293275643532213,0.03957245498895645,0.14031744003295898,0.19892826593764007,0.9962167046604399,49.81481432914734
55,0.06908140865791786,0.036813776940107346,0.14643296599388123,0.19186916620475356,0.9964804458497962,43.703705072402954
56,0.05201373239488978,0.011474110186100006,0.08346298336982727,0.10711727305201531,0.9989030261247442,65.74074029922485
57,0.04880695839069391,0.041712429374456406,0.13095742464065552,0.20423620975345289,0.996012113973107,60.74073910713196
58,0.05392437337554599,0.0870952233672142,0.22040310502052307,0.29511899865514285,0.9916733251672656,34.25925970077515
59,0.058236032344498916,0.04767365753650665,0.1740206480026245,0.21834298142259267,0.9954421952188359,32.592591643333435
60,0.06224468048956049,0.04599776118993759,0.190924733877182,0.21447088657889582,0.995602417964355,22.22222238779068
61,0.060134504872717355,0.008938416838645935,0.06986523419618607,0.09454320091178389,0.9991454492555663,79.44444417953491
62,0.04185426602826307,0.03878241404891014,0.12189975380897522,0.19693251140659873,0.9962922359924437,62.037038803100586
63,0.043226935042950665,0.029466673731803894,0.12841476500034332,0.17165859644015471,0.9971828604251305,52.222222089767456
64,0.06588926654014933,0.02043260633945465,0.10630204528570175,0.14294266801572808,0.998046555717501,59.81481671333313
65,0.05664925843379215,0.0469939187169075,0.15564332902431488,0.2167808079994802,0.9955071809419949,43.88888776302338
66,0.0632570345003746,0.013842759653925896,0.0944061428308487,0.11765525765526119,0.99867657319723,59.44444537162781
67,0.050270410793784415,0.024570418521761894,0.10830108076334,0.1567495407385996,0.9976509631815916,61.11111044883728
68,0.05347307220003322,0.1381911337375641,0.23702198266983032,0.37174068076760725,0.9867883380512177,39.629629254341125
69,0.05628883336229544,0.009350290521979332,0.0702100396156311,0.09669690027079116,0.9991060724032887,78.14815044403076
70,0.044856156908759943,0.048331085592508316,0.15302851796150208,0.2198433205546812,0.9953793423230318,41.111111640930176
71,0.04959772829897702,0.028901847079396248,0.1319454461336136,0.1700054324996594,0.9972368601963681,47.22222089767456
72,0.055898150453638086,0.0477602556347847,0.16580459475517273,0.2185411989414918,0.9954339158234772,38.148146867752075
73,0.060947794565244726,0.026375072076916695,0.10342607647180557,0.1624040395954383,0.9974784307534308,65.74074029922485
74,0.05235275094348349,0.07659418880939484,0.18508487939834595,0.2767565515202754,0.992677268885261,38.5185182094574
75,0.045291872903410545,0.01857835054397583,0.1068081483244896,0.13630242310383126,0.9982238304447368,55.000001192092896
76,0.04561526567283038,0.009958839043974876,0.07784522324800491,0.09979398300486296,0.9990478924964243,68.88889074325562
77,0.051266209516478214,0.023384513333439827,0.10786471515893936,0.1529199572764779,0.9977643408866489,60.74073910713196
78,0.057451582415715644,0.009404780343174934,0.07320282608270645,0.09697824675242864,0.9991008629150679,74.62962865829468
79,0.06584789618653686,0.008882314898073673,0.07255051285028458,0.09424603385858565,0.9991508128132109,72.0370352268219
80,0.04610111440629944,0.047716330736875534,0.15526030957698822,0.21844068013278922,0.9954381152916508,41.66666567325592
81,0.04990316671319306,0.02131829969584942,0.11028576642274857,0.14600787545831018,0.9979618796687172,56.66666626930237
82,0.04322263125428244,0.05137323588132858,0.13900166749954224,0.22665664755600834,0.9950884997732908,55.37037253379822
83,0.060096511372218005,0.023684540763497353,0.1221012994647026,0.1538978257269977,0.9977356569589119,49.259260296821594
84,0.05296737048774958,0.026883618906140327,0.10919920355081558,0.16396224841755594,0.9974298115085797,65.92592597007751
85,0.06318947714508365,0.015003182925283909,0.09499198198318481,0.12248748068796218,0.9985656317307655,60.370367765426636
86,0.04470911582833842,0.01431451365351677,0.09583087265491486,0.1196432766749422,0.998631471462851,58.33333134651184
87,0.04800637005093066,0.036500077694654465,0.13722975552082062,0.19104993508152382,0.9965104367927766,50.740742683410645
88,0.051386145997400344,0.01363297924399376,0.09042494744062424,0.11676034962260844,0.9986966290683919,63.148146867752075
89,0.04978069697359675,0.009921984747052193,0.08012238889932632,0.09960915995555927,0.9990514160008301,69.9999988079071
90,0.06649975613445828,0.038906119763851166,0.1359536349773407,0.19724634284024423,0.9962804092013657,51.48147940635681
91,0.05313788953629371,0.049933213740587234,0.15952420234680176,0.223457409231798,0.9952261718204637,47.40740656852722
92,0.0557371367651381,0.020971009507775307,0.11768718808889389,0.144813706215176,0.9979950821782837,47.962963581085205
93,0.06073519884069499,0.06588554382324219,0.19856958091259003,0.25668179488082554,0.9937010611349635,35.555556416511536
94,0.05185383911195554,0.0359920859336853,0.1388622671365738,0.18971580306786598,0.9965590031897048,47.59259223937988
95,0.05271983198135307,0.02171657234430313,0.1186458170413971,0.14736543809286876,0.9979238031623765,50.55555701255798
96,0.03939436317274445,0.024386480450630188,0.12657533586025238,0.15616171249903155,0.9976685485389903,43.14814805984497
97,0.04772767924556607,0.03439832106232643,0.13897909224033356,0.18546784374205258,0.9967113737131716,42.407408356666565
98,0.06574468275434092,0.054601117968559265,0.17340005934238434,0.23366882113058915,0.9947799003214558,39.81481492519379
99,0.04756728119805063,0.01463428046554327,0.08840161561965942,0.12097223014205892,0.9986009003746212,68.33333373069763
100,0.04169201439148501,0.04685962200164795,0.15231502056121826,0.21647083406696604,0.9955200204546113,46.481481194496155
101,0.04651576297749814,0.01112198643386364,0.07925975322723389,0.10546082890753154,0.9989366906737389,69.44444179534912
102,0.04703175903935181,0.011534654535353184,0.0820053219795227,0.10739950900890183,0.9988972378420196,67.96296238899231
103,0.04488739211994566,0.02207709103822708,0.12361400574445724,0.1485836163183111,0.9978893360172109,43.703705072402954
104,0.045355644334401736,0.02674807980656624,0.11406061798334122,0.16354840202999918,0.9974427695491255,58.14814567565918
105,0.03820147554047013,0.008012940175831318,0.07280563563108444,0.08951502765363656,0.9992339287507883,74.44444298744202
106,0.0453898658681857,0.024529358372092247,0.13068541884422302,0.15661851222665935,0.9976548887860881,40.37036895751953
107,0.0404439264859416,0.014854388311505318,0.09322695434093475,0.12187858019974354,0.9985798571084016,62.037038803100586
108,0.04287031318649257,0.01090187206864357,0.08089257776737213,0.1044120302869529,0.9989577345309099,69.81481313705444
109,0.040173025948828774,0.02280273661017418,0.11477141082286835,0.15100575025532698,0.9978199612149601,54.62962985038757
110,0.04918917864070911,0.037118468433618546,0.13746410608291626,0.1926615385426436,0.996451316007157,50.0
111,0.05178787941603284,0.04186789691448212,0.1293649673461914,0.2046164629605402,0.9959972507058457,58.888888359069824
112,0.06872402986903724,0.03139624744653702,0.11159879714250565,0.1771898627081612,0.996998384872924,61.4814817905426
113,0.04253988379710599,0.016648272052407265,0.10032113641500473,0.1290281831709928,0.9984083542860996,58.33333134651184
114,0.04685344902406398,0.05167492851614952,0.1781046986579895,0.22732120120250449,0.9950596566264123,36.4814817905426
115,0.042090317602024266,0.01518381480127573,0.09059040993452072,0.12322262292807977,0.9985483626166882,65.37036895751953
116,0.03394643009003056,0.012366448529064655,0.0789756178855896,0.11120453466052836,0.9988177148034049,74.62962865829468
117,0.04299034067968789,0.015542359091341496,0.08723311871290207,0.12466899811637813,0.9985140842382249,69.07407641410828
118,0.04391041682346871,0.03286459669470787,0.12603099644184113,0.18128595283338383,0.9968580045807567,55.18518686294556
119,0.05772584774776509,0.028080280870199203,0.12326695770025253,0.16757171858699546,0.997315405379566,51.66666507720947
120,0.039136711900171484,0.013131399638950825,0.09113338589668274,0.11459231928428198,0.9987445822268025,62.77777552604675
121,0.04799701819980615,0.032647740095853806,0.12030632793903351,0.18068685645573063,0.9968787368377943,58.14814567565918
122,0.04813974262460282,0.02065953053534031,0.11863147467374802,0.14373423578027716,0.9980248608853565,46.666666865348816
123,0.0358994340303501,0.009791876189410686,0.07138426601886749,0.09895390941954081,0.9990638548485231,76.29629373550415
124,0.03419683108988561,0.014907167293131351,0.08637190610170364,0.12209491100423207,0.9985748112292455,69.44444179534912
125,0.03954332549811194,0.04559022933244705,0.1398923099040985,0.2135186861435014,0.9956413795467719,53.70370149612427
126,0.04821578061551248,0.02382904849946499,0.10785117745399475,0.1543666042234038,0.9977218413637322,59.81481671333313
127,0.03959531158110813,0.010221896693110466,0.07940677553415298,0.10110339605132196,0.999022743132323,69.44444179534912
128,0.04271356549457108,0.015623615123331547,0.09042049199342728,0.12499446037057621,0.9985063157624019,64.99999761581421
129,0.03978183741779312,0.01819402538239956,0.10250834375619888,0.1348852304086684,0.9982605735962944,59.44444537162781
130,0.04863091370728063,0.011556004174053669,0.07960305362939835,0.10749885661742486,0.9988951966965246,70.92592716217041
131,0.058670209083510075,0.040672339498996735,0.13904455304145813,0.20167384436013694,0.9961115508013272,46.85185253620148
132,0.06847078698736273,0.025680242106318474,0.11625154316425323,0.16025056039314955,0.9975448594106124,56.48148059844971
133,0.03316787256565141,0.011202684603631496,0.0848768875002861,0.10584273524258288,0.9989289755523685,64.99999761581421
134,0.03325452655553818,0.010009430348873138,0.0823354497551918,0.10004714063316922,0.9990430558139982,64.81481194496155
135,0.036207474192212284,0.020669011399149895,0.11431703716516495,0.14376721253175181,0.9980239543661934,51.851850748062134
136,0.050497550639863074,0.04174976423382759,0.14310403168201447,0.204327590486032,0.9960085446277712,49.81481432914734
137,0.04094230800278877,0.018326153978705406,0.10773269832134247,0.13537412595730916,0.9982479415919758,53.14815044403076
138,0.0393878430201623,0.05314554274082184,0.15279510617256165,0.23053317058684167,0.9949190595395708,38.333332538604736
139,0.04530939485534633,0.07186631113290787,0.1476728469133377,0.268078927058633,0.9931292742994817,60.18518805503845
140,0.042061888171653995,0.010687032714486122,0.07403107732534409,0.10337810558569026,0.9989782741378515,74.44444298744202
141,0.04352848674170673,0.01266000047326088,0.09069306403398514,0.11251666753535175,0.9987896500236975,59.62963104248047
142,0.047487544753637756,0.02675146982073784,0.11918264627456665,0.16355876564934646,0.9974424453701735,56.111109256744385
143,0.07010577294338298,0.03108622506260872,0.13240991532802582,0.1763128613079849,0.9970280242843533,47.03703820705414
144,0.054041221027115456,0.01740979216992855,0.10064447671175003,0.13194617148643817,0.9983355496029996,62.037038803100586
145,0.03719218914691163,0.038890291005373,0.13271397352218628,0.19720621441874747,0.9962819223741612,48.70370328426361
146,0.03797552952738969,0.0078116487711668015,0.06652908027172089,0.08838353223970404,0.9992531730770893,79.25925850868225
147,0.0386403168208505,0.06164403259754181,0.1444302201271057,0.24828216326901498,0.994106567806134,62.77777552604675
148,0.04006382392866439,0.017618877813220024,0.11066631972789764,0.1327361209815174,0.9983155600872171,49.259260296821594
149,0.04272112353263717,0.01144359353929758,0.07978487014770508,0.10697473318170782,0.9989059436508904,71.4814841747284
150,0.04753822435036694,0.02287340722978115,0.11222158372402191,0.1512395689949596,0.9978132047853028,52.77777910232544
151,0.04084348178615695,0.01463693380355835,0.09633792191743851,0.12098319636857983,0.9986006467721286,58.14814567565918
152,0.04407453272295626,0.03368884697556496,0.12706337869167328,0.18354521779541128,0.9967792027558885,53.33333611488342
153,0.03756987515493835,0.008427992463111877,0.06580469757318497,0.09180409829148085,0.9991942479807433,81.66666626930237
154,0.038678867117452775,0.02757849544286728,0.13390465080738068,0.1660677435351829,0.9973633782926316,43.88888776302338
155,0.04340955360155357,0.020224595442414284,0.1109708696603775,0.14221320417744016,0.9980664424077722,52.037036418914795
156,0.03158962947169417,0.009235713630914688,0.0691661685705185,0.09610262031242794,0.9991170264438445,77.77777910232544
157,0.03912854271842853,0.028403902426362038,0.11926478892564774,0.16853457338588435,0.9972844658754647,56.85185194015503
158,0.04695854245341922,0.01899554207921028,0.09179560840129852,0.13782431599398665,0.99818394512115,66.66666865348816
159,0.04831012460942331,0.020636850968003273,0.11474240571260452,0.1436553200128811,0.998027029000941,51.29629373550415
160,0.03800792362246858,0.013547527603805065,0.08735185861587524,0.1163938469327527,0.9987047986312462,67.77777671813965
161,0.04557931849634961,0.02179730497300625,0.11288032680749893,0.14763910380724427,0.997916084664142,53.88888716697693
162,0.03151249357401148,0.012388638220727444,0.0917678102850914,0.11130425967018263,0.9988155933729663,60.00000238418579
163,0.0448896123807093,0.042077142745256424,0.1514388769865036,0.20512713800288937,0.9959772458253315,43.88888776302338
164,0.04295514357325278,0.025091081857681274,0.12379827350378036,0.15840164726946898,0.9976011856723601,50.18518567085266
165,0.046119045221099726,0.027873894199728966,0.12431614845991135,0.16695476692723982,0.9973351369029326,47.777777910232544
166,0.03767903108688954,0.02380620874464512,0.11138535290956497,0.15429260755021648,0.9977240250128915,58.888888359069824
167,0.03777684625483265,0.053745221346616745,0.17073583602905273,0.23183015624939035,0.9948617278165424,37.22222149372101
168,0.033940251352951714,0.021594053134322166,0.11258837580680847,0.1469491515263772,0.9979355164908212,55.74073791503906
169,0.06005439576447794,0.025424843654036522,0.12669484317302704,0.15945169693056427,0.9975692765017374,45.185184478759766
170,0.04352722851265418,0.04775993153452873,0.1432064026594162,0.21854045743186484,0.9954339468906268,46.481481194496155
171,0.042752698713325356,0.01403542049229145,0.08143027871847153,0.11847118000717073,0.9986581539232461,75.37037134170532
172,0.03607874969020486,0.020471710711717606,0.10693927109241486,0.1430793860474583,0.9980428171912746,60.18518805503845
173,0.04225818269984111,0.006670402828603983,0.06825564056634903,0.08167253411400911,0.9993622810329892,78.33333611488342
174,0.04256118836469556,0.04690633714199066,0.13276655972003937,0.21657870888430067,0.9955155542141751,54.62962985038757
175,0.04382270856417323,0.021682245656847954,0.11428727954626083,0.14724892412798116,0.9979270849677355,52.222222089767456
176,0.042436481710817466,0.04454439878463745,0.15368032455444336,0.2110554400735443,0.995741365453092,41.48148000240326
177,0.030980838193117005,0.022639719769358635,0.1181916669011116,0.15046501177801647,0.9978355462869192,47.59259223937988
178,0.03662389943278149,0.007919884286820889,0.06825261563062668,0.08899373172769466,0.9992428252680582,77.0370364189148
179,0.027395956867717598,0.006217207759618759,0.06197509914636612,0.07884927241020527,0.9994056084363466,78.88888716697693
180,0.03389383967671739,0.03645819425582886,0.12351424247026443,0.19094028976575075,0.9965144410782062,60.00000238418579
181,0.04286937317565868,0.019973009824752808,0.11369552463293076,0.14132589934174417,0.9980904951352626,50.18518567085266
182,0.04891968574865084,0.03149833902716637,0.15227265655994415,0.17747771417044556,0.9969886243849785,29.629629850387573
183,0.03205318502640646,0.011591614224016666,0.07327570021152496,0.10766435911673215,0.9988917922265778,77.9629647731781
184,0.03874091717022422,0.04610498994588852,0.1147252768278122,0.21472072546889487,0.9955921664803719,66.66666865348816
185,0.05388592309808653,0.040913935750722885,0.11937309801578522,0.20227193515345346,0.9960884533886858,63.333332538604736
186,0.03203927778246764,0.013786721974611282,0.08269288390874863,0.11741687261467698,0.9986819305920978,72.9629635810852
187,0.03736239888607279,0.016188403591513634,0.08663429319858551,0.12723365746339935,0.9984523195368714,67.77777671813965
188,0.04675992797619026,0.010863672010600567,0.07903899252414703,0.10422894036974839,0.9989613866094156,71.4814841747284
189,0.039202256422293816,0.022830206900835037,0.11360350251197815,0.15109668064135306,0.9978173348589194,56.85185194015503
190,0.05336002857228251,0.020578693598508835,0.10534347593784332,0.1434527573750635,0.9980325891764968,59.074074029922485
191,0.042587820317988336,0.029396817088127136,0.13095805048942566,0.17145500018409243,0.9971895390180706,50.55555701255798
192,0.04315686499160763,0.02954958938062191,0.12833651900291443,0.1718999400250678,0.9971749332366956,50.0
193,0.05756291886791587,0.02685532718896866,0.1153600886464119,0.16387595061194507,0.997432516207867,55.74073791503906
194,0.051884745835865796,0.00916308257728815,0.07566902041435242,0.09572399164936736,0.9991239702050367,70.92592716217041
195,0.04202840658590982,0.011680062860250473,0.07285670936107635,0.10807433950874033,0.9988833362212275,78.88888716697693
196,0.03526030777414378,0.007045948877930641,0.06539928168058395,0.08394015057128884,0.9993263772432103,80.0000011920929
197,0.03817805299829496,0.020075026899576187,0.10679053515195847,0.1416863680795587,0.9980807419075749,57.777780294418335
198,0.0371889288071543,0.012009084224700928,0.08831176161766052,0.10958596728003511,0.9988518803101863,64.81481194496155
199,0.03853226332974277,0.021941332146525383,0.11786925047636032,0.14812606842323664,0.9979023151631571,47.777777910232544
200,0.03125536870701533,0.008243479765951633,0.06604238599538803,0.09079361082120059,0.9992118882121833,78.5185158252716
